rva	name	size	type	comment
0x5024fc	DAT_005124fc	0x34	switch::JumpTable[13]	check_auto_possessive non-negative opcode dispatch destinations
0x502530	DAT_00512530	0x1b	switch::IndexTable<u8>[27]	check_auto_possessive non-negative opcode selector map after subtracting 0x06
0x50254c	DAT_0051254c	0x30	switch::JumpTable[12]	check_auto_possessive negative escape/opcode dispatch destinations
0x50257c	DAT_0051257c	0x19	switch::IndexTable<u8>[25]	check_auto_possessive negative escape/opcode selector map after subtracting 0x06
0x502598	DAT_00512598	0x24	switch::JumpTable[9]	check_auto_possessive property-type dispatch destinations
0x5025bc	DAT_005125bc	0x10	switch::IndexTable<u8>[16]	check_auto_possessive property-type selector map after subtracting 0x06
0x5029b0	DAT_005129b0	0x198	code	PCRE private find_firstassertedchar body; recursively finds a common fixed character in leading assertions
0x502b48	DAT_00512b48	0x18	switch::JumpTable[6]	find_firstassertedchar opcode dispatch destinations
0x502b60	DAT_00512b60	0x69	switch::IndexTable<u8>[105]	find_firstassertedchar opcode selector map after subtracting 0x1d, covering 0x00 through 0x68
0x502bd0	DAT_00512bd0	0x2b8	code	PCRE pcre_fullinfo body; dispatches the requested compiled-pattern information selector
0x502e88	DAT_00512e88	0x48	switch::JumpTable[18]	pcre_fullinfo direct dispatch table for selector values 0x00 through 0x11
0x5047c0	DAT_005147c0	0xe7fc	code	PCRE private match body; recursive regular-expression execution engine through its final return and alignment
0x512fbc	DAT_00522fbc	0x140	switch::JumpTable[80]	match primary compiled-opcode dispatch destinations
0x5130fc	DAT_005230fc	0x9c	switch::IndexTable<u8>[156]	match primary compiled-opcode selector map for values 0x00 through 0x9b
0x513198	DAT_00523198	0x8	switch::JumpTable[2]	match first newline-mode dispatch destinations
0x5131a0	DAT_005231a0	0x8	switch::IndexTable<u8>[8]	match first newline-mode selector map after subtracting 0x62
0x5131a8	DAT_005231a8	0x8	switch::JumpTable[2]	match second newline-mode dispatch destinations
0x5131b0	DAT_005231b0	0x8	switch::IndexTable<u8>[8]	match second newline-mode selector map after subtracting 0x62
0x5131b8	DAT_005231b8	0x8	switch::JumpTable[2]	match third newline-mode dispatch destinations
0x5131c0	DAT_005231c0	0x8	switch::IndexTable<u8>[8]	match third newline-mode selector map after subtracting 0x62
0x5131c8	DAT_005231c8	0x40	switch::JumpTable[16]	match first direct repeat-type dispatch for selector values 0x00 through 0x0f
0x513208	DAT_00523208	0x40	switch::JumpTable[16]	match second direct repeat-type dispatch for selector values 0x00 through 0x0f
0x513248	DAT_00523248	0x10	switch::JumpTable[4]	match first character-type dispatch destinations
0x513258	DAT_00523258	0x7c	switch::IndexTable<u8>[124]	match first character-type selector map after subtracting 0x0a
0x5132d4	DAT_005232d4	0x40	switch::JumpTable[16]	match third direct repeat-type dispatch for selector values 0x00 through 0x0f
0x513314	DAT_00523314	0x40	switch::JumpTable[16]	match fourth direct repeat-type dispatch for selector values 0x00 through 0x0f
0x513354	DAT_00523354	0x10	switch::JumpTable[4]	match second character-type dispatch destinations
0x513364	DAT_00523364	0x7c	switch::IndexTable<u8>[124]	match second character-type selector map after subtracting 0x0a
0x5133e0	DAT_005233e0	0x40	switch::JumpTable[16]	match fifth direct repeat-type dispatch for selector values 0x00 through 0x0f
0x513420	DAT_00523420	0x40	switch::JumpTable[16]	match sixth direct repeat-type dispatch for selector values 0x00 through 0x0f
0x513550	_pcre_valid_utf8	0x4a0	code	PCRE _pcre_valid_utf8 body; retail ret and alignment bound code before its embedded dispatch table
0x5139f0	DAT_005239f0	0x14	switch::JumpTable[5]	PCRE _pcre_valid_utf8 relocated switch destinations; five contiguous retail code pointers fill the contribution tail
0x515940	DAT_00525940	0x65	code	Expat private contentProcessor body; delegates to doContent and preserves raw element names
0x515ac0	DAT_00525ac0	0x1010	code	Expat private doContent body; processes XML content tokens for the active parser
0x516ad0	DAT_00526ad0	0x4c	switch::JumpTable[19]	doContent direct token dispatch after normalizing the tokenizer result by adding 0x05
0x517d10	DAT_00527d10	0xb0	code	Expat private cdataSectionProcessor body; resumes the appropriate content processor after a closed CDATA section
0x517dc0	DAT_00527dc0	0x65	code	Expat private externalEntityContentProcessor body; delegates external-entity text to doContent
0x517e30	DAT_00527e30	0x2d4	code	Expat private doCdataSection body; scans and reports CDATA-section contents
0x518104	DAT_00528104	0x1c	switch::JumpTable[7]	doCdataSection tokenizer-result dispatch destinations
0x518120	DAT_00528120	0x2d	switch::IndexTable<u8>[45]	doCdataSection tokenizer-result selector map after adding 0x04
0x518620	DAT_00528620	0x47	code	Expat private prologInitProcessor body; initializes encoding and installs prologProcessor
0x518670	DAT_00528670	0x76	code	Expat private prologProcessor body; tokenizes the next prolog item and delegates to doProlog
0x5186f0	DAT_005286f0	0x239c	code	Expat private doProlog body; processes XML prolog tokens and declarations
0x51aa8c	DAT_0052aa8c	0x18	switch::JumpTable[6]	doProlog negative role-result dispatch destinations
0x51aaa4	DAT_0052aaa4	0x10	switch::IndexTable<u8>[16]	doProlog negative role-result selector map after adding 0x0f
0x51aab4	DAT_0052aab4	0xf8	switch::JumpTable[62]	doProlog direct role dispatch for normalized selector values 0x00 through 0x3d
0x51abb0	DAT_0052abb0	0x7b	code	Expat private ignoreSectionProcessor body; resumes prolog processing after a closed ignored section
0x51ac30	DAT_0052ac30	0x15c	code	Expat private doIgnoreSection body; scans an ignored conditional section
0x51ad8c	DAT_0052ad8c	0x14	switch::JumpTable[5]	doIgnoreSection tokenizer-result dispatch destinations
0x51ada0	DAT_0052ada0	0x2f	switch::IndexTable<u8>[47]	doIgnoreSection tokenizer-result selector map after adding 0x04
0x51add0	DAT_0052add0	0x214	code	Expat private epilogProcessor body; processes tokens after the document element
0x51afe4	DAT_0052afe4	0x24	switch::JumpTable[9]	epilogProcessor tokenizer-result dispatch destinations
0x51b008	DAT_0052b008	0x1f	switch::IndexTable<u8>[31]	epilogProcessor tokenizer-result selector map after adding 0x0f
0x51b200	DAT_0052b200	0x222	code	Expat private internalEntityProcessor body; resumes a suspended internal entity
0x51b510	DAT_0052b510	0x578	code	Expat private appendAttributeValue body; tokenizes and appends an attribute value into its string pool
0x51ba88	DAT_0052ba88	0x24	switch::JumpTable[9]	appendAttributeValue tokenizer-result dispatch destinations
0x51baac	DAT_0052baac	0x2c	switch::IndexTable<u8>[44]	appendAttributeValue tokenizer-result selector map after adding 0x04
0x51bae0	DAT_0052bae0	0x48c	code	Expat private storeEntityValue body; tokenizes and stores a DTD entity replacement value
0x51bf6c	DAT_0052bf6c	0x24	switch::JumpTable[9]	storeEntityValue tokenizer-result dispatch destinations
0x51bf90	DAT_0052bf90	0x21	switch::IndexTable<u8>[33]	storeEntityValue tokenizer-result selector map after adding 0x04
0x51e5c0	_isNever	0x7	code	Expat xmltok _isNever body; manually bounded by its retail COFF contribution
0x51e5d0	_utf8_isName2	0x4d	code	Expat xmltok _utf8_isName2 body; manually bounded by its retail COFF contribution
0x51e620	_utf8_isName3	0x5c	code	Expat xmltok _utf8_isName3 body; manually bounded by its retail COFF contribution
0x51e680	_utf8_isNmstrt2	0x4d	code	Expat xmltok _utf8_isNmstrt2 body; manually bounded by its retail COFF contribution
0x51e6d0	_utf8_isNmstrt3	0x5c	code	Expat xmltok _utf8_isNmstrt3 body; manually bounded by its retail COFF contribution
0x51e730	_utf8_isInvalid2	0x4c	code	Expat xmltok _utf8_isInvalid2 body; manually bounded by its retail COFF contribution
0x51e780	_utf8_isInvalid3	0x13f	code	Expat xmltok _utf8_isInvalid3 body; manually bounded by its retail COFF contribution
0x51e8c0	_utf8_isInvalid4	0x12c	code	Expat xmltok _utf8_isInvalid4 body; manually bounded by its retail COFF contribution
0x51e9f0	_normal_cdataSectionTok	0x35c	code	Expat xmltok _normal_cdataSectionTok body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x51ed4c	DAT_0052ed4c	0x2c	switch::JumpTable[11]	Expat xmltok _normal_cdataSectionTok relocated switch destinations; 11 contiguous retail code pointers
0x51ed78	DAT_0052ed78	0x14	switch::JumpTable[5]	Expat xmltok _normal_cdataSectionTok relocated switch destinations; 5 contiguous retail code pointers
0x51ed8c	DAT_0052ed8c	0xb	switch::IndexTable<u8>[11]	Expat xmltok _normal_cdataSectionTok selector index; retail cmp bound proves 11 byte entries
0x51eda0	_normal_contentTok	0x3f8	code	Expat xmltok _normal_contentTok body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x51f198	DAT_0052f198	0x2c	switch::JumpTable[11]	Expat xmltok _normal_contentTok relocated switch destinations; 11 contiguous retail code pointers
0x51f1c4	DAT_0052f1c4	0x14	switch::JumpTable[5]	Expat xmltok _normal_contentTok relocated switch destinations; 5 contiguous retail code pointers
0x51f1d8	DAT_0052f1d8	0xb	switch::IndexTable<u8>[11]	Expat xmltok _normal_contentTok selector index; retail cmp bound proves 11 byte entries
0x51f1f0	DAT_0052f1f0	0x2e4	code	Expat xmltok private routine 0x51f1f0 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x51f4d4	DAT_0052f4d4	0x1c	switch::JumpTable[7]	Expat xmltok private routine 0x51f1f0 relocated switch destinations; 7 contiguous retail code pointers
0x51f4f0	DAT_0052f4f0	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x51f1f0 selector index; retail cmp bound proves 25 byte entries
0x51f50c	DAT_0052f50c	0x1c	switch::JumpTable[7]	Expat xmltok private routine 0x51f1f0 relocated switch destinations; 7 contiguous retail code pointers
0x51f528	DAT_0052f528	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x51f1f0 selector index; retail cmp bound proves 25 byte entries
0x51f6d0	DAT_0052f6d0	0x6fc	code	Expat xmltok private routine 0x51f6d0 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x51fdcc	DAT_0052fdcc	0x24	switch::JumpTable[9]	Expat xmltok private routine 0x51f6d0 relocated switch destinations; 9 contiguous retail code pointers
0x51fdf0	DAT_0052fdf0	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x51f6d0 selector index; retail cmp bound proves 25 byte entries
0x51fe0c	DAT_0052fe0c	0x28	switch::JumpTable[10]	Expat xmltok private routine 0x51f6d0 relocated switch destinations; 10 contiguous retail code pointers
0x51fe34	DAT_0052fe34	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x51f6d0 selector index; retail cmp bound proves 25 byte entries
0x51fe50	DAT_0052fe50	0x18	switch::JumpTable[6]	Expat xmltok private routine 0x51f6d0 relocated switch destinations; 6 contiguous retail code pointers
0x51fe68	DAT_0052fe68	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x51f6d0 selector index; retail cmp bound proves 25 byte entries
0x51fe84	DAT_0052fe84	0x24	switch::JumpTable[9]	Expat xmltok private routine 0x51f6d0 relocated switch destinations; 9 contiguous retail code pointers
0x51fea8	DAT_0052fea8	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x51f6d0 selector index; retail cmp bound proves 25 byte entries
0x51fed0	DAT_0052fed0	0x1d0	code	Expat xmltok private routine 0x51fed0 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x5200a0	DAT_005300a0	0x18	switch::JumpTable[6]	Expat xmltok private routine 0x51fed0 relocated switch destinations; 6 contiguous retail code pointers
0x5200b8	DAT_005300b8	0x1c	switch::IndexTable<u8>[28]	Expat xmltok private routine 0x51fed0 selector index; retail cmp bound proves 28 byte entries
0x5200e0	DAT_005300e0	0x4c8	code	Expat xmltok private routine 0x5200e0 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x5205a8	DAT_005305a8	0x18	switch::JumpTable[6]	Expat xmltok private routine 0x5200e0 relocated switch destinations; 6 contiguous retail code pointers
0x5205c0	DAT_005305c0	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x5200e0 selector index; retail cmp bound proves 25 byte entries
0x5205dc	DAT_005305dc	0x20	switch::JumpTable[8]	Expat xmltok private routine 0x5200e0 relocated switch destinations; 8 contiguous retail code pointers
0x5205fc	DAT_005305fc	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x5200e0 selector index; retail cmp bound proves 25 byte entries
0x520618	DAT_00530618	0x18	switch::JumpTable[6]	Expat xmltok private routine 0x5200e0 relocated switch destinations; 6 contiguous retail code pointers
0x520630	DAT_00530630	0x10	switch::IndexTable<u8>[16]	Expat xmltok private routine 0x5200e0 selector index; retail cmp bound proves 16 byte entries
0x520790	DAT_00530790	0x354	code	Expat xmltok private routine 0x520790 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x520ae4	DAT_00530ae4	0x18	switch::JumpTable[6]	Expat xmltok private routine 0x520790 relocated switch destinations; 6 contiguous retail code pointers
0x520afc	DAT_00530afc	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x520790 selector index; retail cmp bound proves 25 byte entries
0x520b18	DAT_00530b18	0x24	switch::JumpTable[9]	Expat xmltok private routine 0x520790 relocated switch destinations; 9 contiguous retail code pointers
0x520b3c	DAT_00530b3c	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x520790 selector index; retail cmp bound proves 25 byte entries
0x520b58	DAT_00530b58	0xc	switch::JumpTable[3]	Expat xmltok private routine 0x520790 relocated switch destinations; 3 contiguous retail code pointers
0x520b64	DAT_00530b64	0xd	switch::IndexTable<u8>[13]	Expat xmltok private routine 0x520790 selector index; retail cmp bound proves 13 byte entries
0x520b80	DAT_00530b80	0x77c	code	Expat xmltok private routine 0x520b80 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x5212fc	DAT_005312fc	0x24	switch::JumpTable[9]	Expat xmltok private routine 0x520b80 relocated switch destinations; 9 contiguous retail code pointers
0x521320	DAT_00531320	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x520b80 selector index; retail cmp bound proves 25 byte entries
0x52133c	DAT_0053133c	0x18	switch::JumpTable[6]	Expat xmltok private routine 0x520b80 relocated switch destinations; 6 contiguous retail code pointers
